
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/2-downstream7;;37;24.54;0.31;8.1;48.59;0;0;0
Integrated-Cable1/0/2-downstream8;;37;32.24;0.21;9.52;65.01;2;0;0
Integrated-Cable1/0/2-downstream9;;37;32.07;0.19;9.25;65.26;2;0;0
Integrated-Cable1/0/2-downstream23;;37;24.99;0.44;8.24;50.1;0;0;0
Integrated-Cable1/0/2-downstream22;;37;25.46;0.56;9.2;58.35;0;0;0
Integrated-Cable1/0/2-downstream21;;37;24.83;0.41;8.07;49.82;0;0;0
Integrated-Cable1/0/2-downstream20;;37;25.01;0.44;8.24;50.15;0;0;0


Node_OSV-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/3-downstream20;;37;26.19;0.24;11.06;63.34;0;0;0
Integrated-Cable1/0/3-downstream21;;37;26.12;0.23;10.92;63.07;0;0;0
Integrated-Cable1/0/3-downstream22;;37;26.09;0.23;10.94;63.05;0;0;0
Integrated-Cable1/0/3-downstream23;;37;28.93;0.23;11.09;63.56;0;0;0
Integrated-Cable1/0/3-downstream1;;37;28.45;0.37;9.52;57.14;0;0;0
Integrated-Cable1/0/3-downstream0;;37;21.22;0.39;8.95;47.37;0;0;0
Integrated-Cable1/0/3-downstream3;;37;24.45;0.39;9.25;51.82;0;0;0
Integrated-Cable1/0/3-downstream2;;37;26.03;0.37;9.38;55.3;0;0;0
Integrated-Cable1/0/3-downstream5;;37;22.25;0.38;8.9;49.25;0;0;0
Integrated-Cable1/0/3-downstream4;;37;23.89;0.42;9.5;51.71;0;0;0
Integrated-Cable1/0/3-downstream7;;37;21.0;0.39;8.88;47.9;0;0;0
Integrated-Cable1/0/3-downstream6;;37;20.86;0.38;8.83;47.74;0;0;0
Integrated-Cable1/0/3-downstream9;;37;25.05;0.9;9.76;57.33;0;0;0
Integrated-Cable1/0/3-downstream8;;37;25.76;0.93;9.75;56.94;0;0;0
Integrated-Cable1/0/3-downstream11;;37;23.34;0.94;9.67;56.63;0;0;0
Integrated-Cable1/0/3-downstream10;;37;29.58;0.95;10.13;57.84;0;0;0
Integrated-Cable1/0/3-downstream13;;37;23.58;0.9;9.62;56.44;0;0;0
Integrated-Cable1/0/3-downstream12;;37;23.42;0.95;9.68;56.19;0;0;0
Integrated-Cable1/0/3-downstream15;;37;23.71;0.95;9.62;56.11;0;0;0
Integrated-Cable1/0/3-downstream14;;37;23.64;0.92;9.53;56.25;0;0;0
Integrated-Cable1/0/3-downstream17;;37;26.02;0.23;11.03;62.79;0;0;0
Integrated-Cable1/0/3-downstream16;;37;26.11;0.23;11.06;63.26;0;0;0
Integrated-Cable1/0/3-downstream19;;37;26.14;0.24;11.24;63.92;0;0;0
Integrated-Cable1/0/3-downstream18;;37;26.12;0.23;10.92;62.95;0;0;0


Node_PAR

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/1-downstream20;RFGW10-Channel_8/6.5-GbE_2;37;36.49;0.45;16.33;97.36;106;34;170
Modular-Cable8/1/2-downstream1;RFGW10-Channel_8/4.11-GbE8/11;37;29.96;0.18;7.31;62.69;1;0;0
Modular-Cable8/1/1-downstream18;RFGW10-Channel_8/6.3-GbE_2;37;36.51;0.45;16.34;97.23;108;32;160
Modular-Cable8/1/2-downstream2;RFGW10-Channel_8/3.15-GbE_4;37;29.81;0.18;7.14;62.24;1;0;0
Modular-Cable8/1/1-downstream22;RFGW10-Channel_8/6.7-GbE_2;37;36.44;0.45;16.35;97.48;108;31;155
Modular-Cable8/1/1-downstream23;RFGW10-Channel_8/6.8-GbE_2;37;36.79;0.44;16.28;97.39;105;31;155
Modular-Cable8/1/1-downstream19;RFGW10-Channel_8/6.4-GbE_2;37;36.44;0.44;16.36;97.08;106;34;170
Modular-Cable8/1/1-downstream21;RFGW10-Channel_8/6.6-GbE_2;37;36.59;0.44;16.36;97.57;106;30;150
Modular-Cable8/1/2-downstream4;RFGW10-Channel_8/3.13-GbE8/11;37;30.65;0.18;7.44;64.88;1;0;0
Modular-Cable8/1/2-downstream5;RFGW10-Channel_8/3.14-GbE8/11;37;30.77;0.18;7.41;64.52;1;0;0
Modular-Cable8/1/2-downstream6;RFGW10-Channel_8/3.15-GbE8/11;37;30.58;0.19;7.39;63.82;1;0;0
Modular-Cable8/1/2-downstream7;RFGW10-Channel_8/3.16-GbE8/11;37;30.51;0.18;7.36;64.61;1;0;0
Modular-Cable8/1/1-downstream17;RFGW10-Channel_8/6.2-GbE_2;37;36.67;0.45;16.37;97.24;107;33;165
Modular-Cable8/1/1-downstream16;RFGW10-Channel_8/6.1-GbE_2;37;36.71;0.45;16.34;97.3;107;31;155
Modular-Cable8/1/2-downstream3;RFGW10-Channel_8/3.12-GbE8/11;37;29.75;0.18;7.09;61.8;1;0;0


Node_ROY/ROM-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/0/2-downstream21;RFGW10-Channel_6/3.22;37;32.55;0.16;9.37;72.66;6;0;0
Modular-Cable7/0/2-downstream20;RFGW10-Channel_6/3.21;37;32.85;0.16;9.36;72.9;5;0;0
Modular-Cable7/0/2-downstream23;RFGW10-Channel_6/3.24;37;32.59;0.16;9.76;73.43;5;0;0
Modular-Cable7/0/2-downstream22;RFGW10-Channel_6/3.23;37;32.95;0.16;9.36;72.68;6;0;0
Modular-Cable7/0/2-downstream6;RFGW10-Channel_6/3.7;37;28.08;0.44;9.07;64.08;0;0;0
Modular-Cable7/0/2-downstream7;RFGW10-Channel_6/3.8;37;28.07;0.44;9.14;64.03;0;0;0
Modular-Cable7/0/2-downstream4;RFGW10-Channel_6/3.5;37;28.18;0.44;9.3;64.06;0;0;0
Modular-Cable7/0/2-downstream5;RFGW10-Channel_6/3.6;37;28.26;0.44;9.09;64.04;0;0;0
Modular-Cable7/0/2-downstream2;RFGW10-Channel_6/3.21;37;29.62;0.46;9.76;66.26;1;0;0
Modular-Cable7/0/2-downstream3;RFGW10-Channel_6/3.4;37;28.26;0.45;9.31;64.11;0;0;0
Modular-Cable7/0/2-downstream0;RFGW10-Channel_6/3.1;37;28.32;0.45;9.17;64.42;0;0;0
Modular-Cable7/0/2-downstream1;RFGW10-Channel_6/3.11;37;28.24;0.45;9.15;64.01;0;0;0
Modular-Cable7/0/2-downstream8;RFGW10-Channel_6/3.9;37;32.24;0.38;12.36;77.0;7;0;0
Modular-Cable7/0/2-downstream9;RFGW10-Channel_6/3.10;37;32.22;0.39;12.28;76.7;8;0;0
Modular-Cable7/0/2-downstream14;RFGW10-Channel_6/3.15;37;32.19;0.39;12.3;76.93;8;0;0
Modular-Cable7/0/2-downstream15;RFGW10-Channel_6/3.16;37;32.3;0.39;12.31;76.92;8;0;0
Modular-Cable7/0/2-downstream16;RFGW10-Channel_6/3.17;37;32.93;0.16;9.54;72.94;6;0;0
Modular-Cable7/0/2-downstream17;RFGW10-Channel_6/3.18;37;32.85;0.16;9.45;72.94;5;0;0
Modular-Cable7/0/2-downstream10;RFGW10-Channel_6/3.11;37;32.21;0.38;12.3;77.38;8;0;0
Modular-Cable7/0/2-downstream11;RFGW10-Channel_6/3.12;37;32.22;0.38;12.28;76.87;8;0;0
Modular-Cable7/0/2-downstream12;RFGW10-Channel_6/3.13;37;32.25;0.39;12.29;76.81;7;0;0
Modular-Cable7/0/2-downstream13;RFGW10-Channel_6/3.14;37;32.23;0.39;12.29;76.38;8;0;0
Modular-Cable7/0/2-downstream18;RFGW10-Channel_6/3.19;37;32.55;0.16;9.36;72.87;6;0;0
Modular-Cable7/0/2-downstream19;RFGW10-Channel_6/3.20;37;32.53;0.16;9.35;72.86;6;0;0


Node_SAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable0/0/1-downstream21;;37;33.17;0.78;14.99;86.59;40;0;0
Integrated-Cable0/0/1-downstream20;;37;33.18;0.84;15.16;86.71;40;0;0
Integrated-Cable0/0/1-downstream23;;37;33.15;0.83;15.15;86.88;39;0;0
Integrated-Cable0/0/1-downstream22;;37;33.19;0.79;15.02;86.57;41;0;0
Integrated-Cable0/0/1-downstream14;;37;32.94;0.63;11.43;66.58;2;0;0
Integrated-Cable0/0/1-downstream15;;37;32.99;0.68;11.64;66.81;2;0;0
Integrated-Cable0/0/1-downstream16;;37;33.21;0.83;15.13;86.63;40;0;0
Integrated-Cable0/0/1-downstream17;;37;33.18;0.78;15.0;86.73;41;0;0
Integrated-Cable0/0/1-downstream10;;37;32.93;0.62;11.48;66.63;2;0;0
Integrated-Cable0/0/1-downstream11;;37;32.92;0.68;11.66;66.94;2;0;0
Integrated-Cable0/0/1-downstream12;;37;32.97;0.68;11.71;66.91;2;0;0
Integrated-Cable0/0/1-downstream13;;37;32.86;0.62;11.42;66.4;2;0;0
Integrated-Cable0/0/1-downstream18;;37;33.13;0.78;15.0;86.64;41;0;0
Integrated-Cable0/0/1-downstream19;;37;33.2;0.83;15.13;86.83;40;0;0
Integrated-Cable0/0/1-downstream2;;37;30.98;0.85;11.97;75.19;3;0;0
Integrated-Cable0/0/1-downstream3;;37;30.68;0.88;12.03;75.73;3;0;0
Integrated-Cable0/0/1-downstream0;;37;31.55;0.88;12.27;75.47;3;0;0
Integrated-Cable0/0/1-downstream1;;37;31.17;0.85;12.07;75.25;3;0;0
Integrated-Cable0/0/1-downstream6;;37;31.13;0.85;11.89;75.5;3;0;0
Integrated-Cable0/0/1-downstream7;;37;31.07;0.88;12.02;75.65;3;0;0
Integrated-Cable0/0/1-downstream4;;37;31.14;0.88;12.06;75.85;3;0;0
Integrated-Cable0/0/1-downstream5;;37;31.49;0.84;11.89;75.52;3;0;0
Integrated-Cable0/0/1-downstream8;;37;32.95;0.67;11.69;67.18;2;0;0
Integrated-Cable0/0/1-downstream9;;37;32.91;0.62;11.61;66.38;2;0;0


Node_SAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream14;RFGW10-Channel_5/2.7-Gi5/10;37;35.67;1.63;16.57;88.33;35;1;5
Modular-Cable6/1/0-downstream15;RFGW10-Channel_5/2.8-Gi5/10;37;35.43;1.64;16.59;88.25;36;1;5
Modular-Cable6/1/0-downstream12;RFGW10-Channel_5/2.5-Gi5/10;37;35.51;1.64;16.56;87.94;34;1;5
Modular-Cable6/1/0-downstream13;RFGW10-Channel_5/2.6-Gi5/10;37;35.55;1.63;16.75;88.19;35;1;5
Modular-Cable6/1/0-downstream10;RFGW10-Channel_5/2.3-Gi5/10;37;35.55;1.64;16.6;88.2;36;1;5
Modular-Cable6/1/0-downstream11;RFGW10-Channel_5/2.4-Gi5/10;37;35.49;1.63;16.61;88.03;36;1;5
Modular-Cable6/1/0-downstream8;RFGW10-Channel_5/2.1-Gi5/10;37;35.48;1.63;16.58;88.34;35;1;5
Modular-Cable6/1/0-downstream9;RFGW10-Channel_5/2.2-Gi5/10;37;35.61;1.64;16.56;88.21;35;1;5
Modular-Cable6/1/0-downstream4;RFGW10-Channel_5/2.13-Gi5/10;37;34.79;1.0;16.31;87.27;41;0;0
Modular-Cable6/1/0-downstream5;RFGW10-Channel_5/2.14-Gi5/10;37;34.91;1.0;16.29;87.12;42;0;0
Modular-Cable6/1/0-downstream6;RFGW10-Channel_5/2.15-Gi5/10;37;34.94;0.99;16.28;87.22;38;0;0
Modular-Cable6/1/0-downstream7;RFGW10-Channel_5/2.16-Gi5/10;37;34.93;0.99;16.3;87.08;39;0;0
Modular-Cable6/1/0-downstream0;RFGW10-Channel_5/2.9-Gi5/10;37;35.01;1.23;16.7;87.59;44;0;0
Modular-Cable6/1/0-downstream1;RFGW10-Channel_5/2.3-Gi5/10;37;35.03;1.02;16.41;87.34;44;0;0
Modular-Cable6/1/0-downstream2;RFGW10-Channel_5/3.5-Gi5/10;37;35.02;1.02;16.36;87.19;41;0;0
Modular-Cable6/1/0-downstream3;RFGW10-Channel_5/2.12-Gi5/10;37;35.09;1.01;16.49;87.31;42;0;0
Modular-Cable6/1/1-downstream5;RFGW10-Channel_5/4.6-Gi5/11;37;34.18;0.93;16.71;87.01;49;0;0
Modular-Cable6/1/1-downstream4;RFGW10-Channel_5/4.5-Gi5/11;37;34.29;0.93;16.6;86.47;47;0;0
Modular-Cable6/1/1-downstream7;RFGW10-Channel_5/4.8-Gi5/11;37;34.26;0.94;16.61;86.84;46;0;0
Modular-Cable6/1/1-downstream6;RFGW10-Channel_5/4.7-Gi5/11;37;34.5;0.93;16.65;86.89;47;0;0
Modular-Cable6/1/1-downstream1;RFGW10-Channel_5/5.3-Gi5/11;37;34.66;0.94;16.59;86.53;50;0;0
Modular-Cable6/1/1-downstream0;RFGW10-Channel_5/4.1-Gi5/11;37;34.21;0.94;16.59;86.55;47;0;0
Modular-Cable6/1/1-downstream3;RFGW10-Channel_5/4.4-Gi5/11;37;34.22;0.93;16.6;87.13;49;0;0
Modular-Cable6/1/1-downstream2;RFGW10-Channel_5/6.5-Gi5/11;37;34.66;0.94;16.58;86.74;50;0;0


Node_SAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream16;RFGW10-Channel_5/3.1-Gi5/10;37;31.91;0.63;12.83;73.45;4;0;0
Modular-Cable6/1/0-downstream17;RFGW10-Channel_5/3.2-Gi5/10;37;31.81;0.63;12.8;73.64;4;0;0
Modular-Cable6/1/2-downstream7;RFGW10-Channel_5/3.16-Gi5/12;37;30.72;0.76;12.97;71.66;2;0;0
Modular-Cable6/1/2-downstream6;RFGW10-Channel_5/3.15-Gi5/12;37;30.85;0.75;13.01;71.51;2;0;0
Modular-Cable6/1/2-downstream2;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;30.8;0.75;12.97;72.01;2;0;0
Modular-Cable6/1/2-downstream4;RFGW10-Channel_5/3.13-Gi5/12;37;30.73;0.75;12.95;71.62;2;0;0
Modular-Cable6/1/2-downstream5;RFGW10-Channel_5/3.14-Gi5/12;37;30.73;0.75;12.95;71.72;2;0;0
Modular-Cable6/1/0-downstream23;RFGW10-Channel_5/3.8-Gi5/10;37;31.78;0.62;12.73;73.22;4;0;0
Modular-Cable6/1/0-downstream22;RFGW10-Channel_5/3.7-Gi5/10;37;31.86;0.62;12.71;73.18;3;0;0
Modular-Cable6/1/0-downstream21;RFGW10-Channel_5/3.6-Gi5/10;37;31.76;0.63;12.72;73.34;3;0;0
Modular-Cable6/1/0-downstream20;RFGW10-Channel_5/3.5-Gi5/10;37;31.29;0.84;12.84;73.79;4;0;0
Modular-Cable6/1/0-downstream18;RFGW10-Channel_5/3.3-Gi5/10;37;31.53;0.64;12.81;73.34;4;0;0
Modular-Cable6/1/2-downstream1;RFGW10-Channel_5/4.11-Gi5/12;37;30.37;0.75;13.0;71.68;2;0;0
Modular-Cable6/1/2-downstream0;RFGW10-Channel_5/3.9-Gi5/12;37;30.64;0.76;12.96;71.37;2;0;0
Modular-Cable6/1/0-downstream19;RFGW10-Channel_5/3.4-Gi5/10;37;31.78;0.63;12.75;73.16;3;0;0
Modular-Cable6/1/2-downstream3;RFGW10-Channel_5/3.12-Gi5/12;37;30.79;0.75;12.94;71.8;1;0;0


Node_SAR-04

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/4-downstream10;;37;31.11;0.83;10.86;67.52;1;0;0
Integrated-Cable1/0/4-downstream11;;37;31.14;0.87;11.0;68.03;1;0;0
Integrated-Cable1/0/4-downstream12;;37;31.13;0.86;10.95;67.79;1;0;0
Integrated-Cable1/0/4-downstream13;;37;31.16;0.82;10.95;67.6;1;0;0
Integrated-Cable1/0/4-downstream14;;37;31.0;0.84;10.81;67.57;1;0;0
Integrated-Cable1/0/4-downstream15;;37;31.04;0.86;10.97;67.81;1;0;0
Integrated-Cable1/0/4-downstream16;;37;30.71;1.04;13.67;75.92;5;0;0
Integrated-Cable1/0/4-downstream17;;37;30.78;1.02;13.55;75.7;4;0;0
Integrated-Cable1/0/4-downstream18;;37;31.0;1.0;13.55;75.97;6;0;0
Integrated-Cable1/0/4-downstream19;;37;31.29;1.04;13.69;76.38;5;0;0
Integrated-Cable1/0/4-downstream6;;37;33.33;0.24;11.46;71.89;3;0;0
Integrated-Cable1/0/4-downstream7;;37;33.27;0.26;11.69;71.95;2;0;0
Integrated-Cable1/0/4-downstream4;;37;33.3;0.26;11.66;71.69;3;0;0
Integrated-Cable1/0/4-downstream5;;37;33.31;0.25;11.51;71.57;3;0;0
Integrated-Cable1/0/4-downstream2;;37;33.31;0.24;11.58;70.74;3;0;0
Integrated-Cable1/0/4-downstream3;;37;33.44;0.26;11.99;72.39;3;0;0
Integrated-Cable1/0/4-downstream0;;37;33.34;0.26;11.74;72.05;3;0;0
Integrated-Cable1/0/4-downstream1;;37;33.37;0.24;11.57;70.68;3;0;0
Integrated-Cable1/0/4-downstream8;;37;31.13;0.87;10.99;67.88;1;0;0
Integrated-Cable1/0/4-downstream9;;37;31.05;0.83;10.87;67.64;1;0;0
Integrated-Cable1/0/4-downstream21;;37;30.71;1.02;13.52;75.72;6;0;0
Integrated-Cable1/0/4-downstream20;;37;30.69;1.02;13.63;76.08;4;0;0
Integrated-Cable1/0/4-downstream23;;37;30.75;1.05;13.66;76.11;5;0;0
Integrated-Cable1/0/4-downstream22;;37;30.98;1.01;13.5;75.68;5;0;0


Node_STM-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable5/1/2-downstream20;RFGW10-Channel_4/5.13-Gi4/12-QAM_REPLICATION;37;34.51;0.43;13.87;84.95;22;0;0
Modular-Cable5/1/2-downstream21;RFGW10-Channel_4/5.14-Gi4/12-QAM_REPLICATION;37;34.72;0.43;13.88;85.26;22;0;0
Modular-Cable5/1/2-downstream22;RFGW10-Channel_4/5.15-Gi4/12-QAM_REPLICATION;37;34.58;0.43;13.88;85.29;21;0;0
Modular-Cable5/1/2-downstream23;RFGW10-Channel_4/5.16-Gi4/12-QAM_REPLICATION;37;34.43;0.43;13.99;84.49;23;0;0
Modular-Cable5/1/2-downstream9;RFGW10-Channel_4/3.10-Gi4/12;37;32.49;1.27;13.96;81.63;14;0;0
Modular-Cable5/1/2-downstream8;RFGW10-Channel_4/3.9-Gi4/12;37;32.23;1.27;13.96;81.9;16;0;0
Modular-Cable5/1/2-downstream5;RFGW10-Channel_4/1.14-Gi4/12;37;33.01;0.6;14.44;80.69;13;0;0
Modular-Cable5/1/2-downstream4;RFGW10-Channel_4/1.13-Gi4/12;37;33.56;0.6;14.57;80.83;16;0;0
Modular-Cable5/1/2-downstream7;RFGW10-Channel_4/1.16-Gi4/12;37;32.89;0.6;14.41;80.53;13;0;0
Modular-Cable5/1/2-downstream6;RFGW10-Channel_4/1.15-Gi4/12;37;33.48;0.6;14.43;80.67;13;0;0
Modular-Cable5/1/2-downstream1;RFGW10-Channel_4/3.11-Gi4/12;37;33.45;0.61;14.52;80.64;13;0;0
Modular-Cable5/1/2-downstream0;RFGW10-Channel_4/1.9-Gi4/12;37;33.03;0.61;14.55;80.91;14;0;0
Modular-Cable5/1/2-downstream3;RFGW10-Channel_4/1.12-Gi4/12;37;33.46;0.6;14.46;81.12;15;0;0
Modular-Cable5/1/2-downstream2;RFGW10-Channel_4/5.13-Gi4/12-QAM_REPLICATION;37;33.0;0.61;14.49;81.41;14;0;0
Modular-Cable5/1/2-downstream19;RFGW10-Channel_4/5.12-Gi4/12-QAM_REPLICATION;37;34.6;0.42;13.87;85.23;22;0;0
Modular-Cable5/1/2-downstream18;RFGW10-Channel_4/5.11-Gi4/12-QAM_REPLICATION;37;34.59;0.42;13.87;84.82;23;0;0
Modular-Cable5/1/2-downstream11;RFGW10-Channel_4/3.12-Gi4/12;37;32.23;1.25;13.97;81.68;16;0;0
Modular-Cable5/1/2-downstream10;RFGW10-Channel_4/3.11-Gi4/12;37;32.32;1.24;13.97;81.7;15;0;0
Modular-Cable5/1/2-downstream13;RFGW10-Channel_4/3.14-Gi4/12;37;32.34;1.28;13.97;81.73;15;0;0
Modular-Cable5/1/2-downstream12;RFGW10-Channel_4/3.13-Gi4/12;37;32.38;1.27;13.97;81.62;15;0;0
Modular-Cable5/1/2-downstream15;RFGW10-Channel_4/5.16-Gi4/12;37;32.18;1.28;13.98;81.68;14;0;0
Modular-Cable5/1/2-downstream14;RFGW10-Channel_4/3.15-Gi4/12;37;32.29;1.27;13.97;81.7;15;0;0
Modular-Cable5/1/2-downstream17;RFGW10-Channel_4/5.10-Gi4/12-QAM_REPLICATION;37;34.38;0.43;13.87;84.4;21;0;0
Modular-Cable5/1/2-downstream16;RFGW10-Channel_4/5.9-Gi4/12-QAM_REPLICATION;37;34.48;0.42;13.87;85.18;21;0;0


Node_STM-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable0/0/2-downstream20;;37;35.01;0.33;14.24;90.26;55;0;0
Integrated-Cable0/0/2-downstream21;;37;35.03;0.31;14.08;90.89;56;0;0
Integrated-Cable0/0/2-downstream22;;37;35.06;0.31;14.16;90.18;55;0;0
Integrated-Cable0/0/2-downstream23;;37;35.14;0.36;15.16;90.16;62;0;0
Integrated-Cable0/0/2-downstream1;;37;34.38;0.68;15.21;87.51;46;0;0
Integrated-Cable0/0/2-downstream0;;37;34.79;0.72;15.38;87.77;45;0;0
Integrated-Cable0/0/2-downstream3;;37;34.81;0.72;15.35;87.41;46;0;0
Integrated-Cable0/0/2-downstream2;;37;34.83;0.68;15.16;87.5;45;0;0
Integrated-Cable0/0/2-downstream5;;37;34.91;0.69;15.17;87.47;46;0;0
Integrated-Cable0/0/2-downstream4;;37;34.89;0.73;15.4;87.76;46;0;0
Integrated-Cable0/0/2-downstream7;;37;34.98;0.72;15.35;87.75;47;0;0
Integrated-Cable0/0/2-downstream6;;37;34.88;0.69;15.2;87.34;47;0;0
Integrated-Cable0/0/2-downstream9;;37;35.23;0.66;15.13;89.43;41;2;10
Integrated-Cable0/0/2-downstream8;;37;35.26;0.71;15.24;89.09;43;2;10
Integrated-Cable0/0/2-downstream11;;37;35.3;0.7;15.24;89.31;43;2;10
Integrated-Cable0/0/2-downstream10;;37;35.28;0.66;15.12;89.23;41;2;10
Integrated-Cable0/0/2-downstream13;;37;35.23;0.67;15.17;89.25;42;2;10
Integrated-Cable0/0/2-downstream12;;37;35.19;0.71;15.26;89.35;43;2;10
Integrated-Cable0/0/2-downstream15;;37;35.16;0.7;15.25;89.29;42;1;5
Integrated-Cable0/0/2-downstream14;;37;35.19;0.69;15.14;89.17;42;2;10
Integrated-Cable0/0/2-downstream17;;37;35.06;0.32;14.16;90.19;55;0;0
Integrated-Cable0/0/2-downstream16;;37;35.05;0.33;14.21;90.11;56;0;0
Integrated-Cable0/0/2-downstream19;;37;35.06;0.33;14.2;90.39;53;0;0
Integrated-Cable0/0/2-downstream18;;37;35.14;0.31;14.07;90.35;52;0;0


Node_STM-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable5/1/0-downstream22;RFGW10-Channel_4/3.7-Gi4/10;37;34.62;0.92;16.26;88.24;52;0;0
Modular-Cable5/1/0-downstream23;RFGW10-Channel_4/3.8-Gi4/10;37;34.78;0.91;16.26;88.3;53;0;0
Modular-Cable5/1/0-downstream20;RFGW10-Channel_4/3.5-Gi4/10;37;34.59;0.91;16.25;88.03;51;0;0
Modular-Cable5/1/0-downstream21;RFGW10-Channel_4/3.6-Gi4/10;37;34.75;0.91;16.26;88.23;52;0;0
Modular-Cable5/1/0-downstream9;RFGW10-Channel_4/2.2-Gi4/10;37;35.2;1.53;16.23;88.89;47;1;5
Modular-Cable5/1/0-downstream8;RFGW10-Channel_4/2.1-Gi4/10;37;35.16;1.53;16.23;89.17;46;1;5
Modular-Cable5/1/0-downstream7;RFGW10-Channel_4/1.8-Gi4/10;37;35.56;1.7;16.04;90.53;58;2;10
Modular-Cable5/1/0-downstream6;RFGW10-Channel_4/1.7-Gi4/10;37;35.57;1.71;16.06;90.31;60;2;10
Modular-Cable5/1/0-downstream5;RFGW10-Channel_4/1.6-Gi4/10;37;35.25;1.72;16.08;90.48;60;1;5
Modular-Cable5/1/0-downstream4;RFGW10-Channel_4/1.5-Gi4/10;37;35.13;1.73;16.09;90.85;58;0;0
Modular-Cable5/1/0-downstream3;RFGW10-Channel_4/1.4-Gi4/10;37;35.08;1.73;16.1;90.84;60;0;0
Modular-Cable5/1/0-downstream2;RFGW10-Channel_4/3.5-Gi4/10;37;35.25;1.74;16.12;90.63;60;1;5
Modular-Cable5/1/0-downstream1;RFGW10-Channel_4/2.3-Gi4/10;37;35.24;1.75;16.62;90.82;67;1;5
Modular-Cable5/1/0-downstream0;RFGW10-Channel_4/1.1-Gi4/10;37;35.53;1.73;16.19;90.57;59;1;5
Modular-Cable5/1/0-downstream19;RFGW10-Channel_4/3.4-Gi4/10;37;34.83;0.91;16.25;88.2;53;0;0
Modular-Cable5/1/0-downstream18;RFGW10-Channel_4/3.3-Gi4/10;37;34.61;0.91;16.24;87.99;52;0;0
