
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/2-downstream9;;37;26.41;0.1;8.93;54.97;0;0;0
Integrated-Cable1/0/2-downstream23;;37;30.14;0.29;8.47;49.47;1;0;0
Integrated-Cable1/0/2-downstream22;;37;30.1;0.27;8.35;49.38;1;0;0
Integrated-Cable1/0/2-downstream21;;37;30.08;0.27;8.48;52.39;1;0;0
Integrated-Cable1/0/2-downstream20;;37;30.15;0.29;8.51;49.48;1;0;0


Node_OSV-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/3-downstream20;;37;26.31;0.79;10.23;61.13;0;0;0
Integrated-Cable1/0/3-downstream21;;37;26.1;0.75;10.06;60.31;0;0;0
Integrated-Cable1/0/3-downstream22;;37;26.13;0.76;10.08;60.33;0;0;0
Integrated-Cable1/0/3-downstream23;;37;25.99;0.79;10.21;60.84;0;0;0
Integrated-Cable1/0/3-downstream1;;37;28.57;0.16;8.62;49.84;0;0;0
Integrated-Cable1/0/3-downstream0;;37;26.26;0.18;8.73;49.14;0;0;0
Integrated-Cable1/0/3-downstream3;;37;26.69;0.21;8.4;47.73;0;0;0
Integrated-Cable1/0/3-downstream2;;37;26.28;0.17;8.54;50.45;0;0;0
Integrated-Cable1/0/3-downstream5;;37;26.41;0.17;8.16;47.25;0;0;0
Integrated-Cable1/0/3-downstream4;;37;29.14;0.18;8.38;48.79;0;0;0
Integrated-Cable1/0/3-downstream7;;37;26.75;0.18;8.21;47.48;0;0;0
Integrated-Cable1/0/3-downstream6;;37;26.44;0.17;8.15;47.07;0;0;0
Integrated-Cable1/0/3-downstream9;;37;22.47;0.18;9.11;50.45;0;0;0
Integrated-Cable1/0/3-downstream8;;37;22.45;0.2;9.1;51.96;0;0;0
Integrated-Cable1/0/3-downstream11;;37;22.52;0.2;8.92;50.95;0;0;0
Integrated-Cable1/0/3-downstream10;;37;22.32;0.18;8.89;50.56;0;0;0
Integrated-Cable1/0/3-downstream13;;37;22.31;0.18;8.84;50.72;0;0;0
Integrated-Cable1/0/3-downstream12;;37;22.51;0.21;8.95;50.98;0;0;0
Integrated-Cable1/0/3-downstream15;;37;22.52;0.2;8.9;50.88;0;0;0
Integrated-Cable1/0/3-downstream14;;37;22.33;0.18;8.72;50.45;0;0;0
Integrated-Cable1/0/3-downstream17;;37;26.23;0.75;10.22;60.07;0;0;0
Integrated-Cable1/0/3-downstream16;;37;26.08;0.79;10.39;60.76;0;0;0
Integrated-Cable1/0/3-downstream19;;37;26.42;0.79;10.2;60.53;0;0;0
Integrated-Cable1/0/3-downstream18;;37;26.16;0.75;10.06;61.04;0;0;0


Node_PAR

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/2-downstream0;RFGW10-Channel_8/3.9-GbE8/11;37;35.13;0.01;13.99;89.9;67;0;0
Modular-Cable8/1/1-downstream20;RFGW10-Channel_8/6.5-GbE_2;37;27.35;0.16;9.29;60.36;0;0;0
Modular-Cable8/1/2-downstream1;RFGW10-Channel_8/4.11-GbE8/11;37;35.13;0.01;13.94;89.34;71;0;0
Modular-Cable8/1/1-downstream18;RFGW10-Channel_8/6.3-GbE_2;37;27.35;0.16;9.42;60.81;0;0;0
Modular-Cable8/1/2-downstream2;RFGW10-Channel_8/3.15-GbE_4;37;35.13;0.01;13.86;89.1;65;0;0
Modular-Cable8/1/1-downstream22;RFGW10-Channel_8/6.7-GbE_2;37;27.44;0.16;9.28;60.29;0;0;0
Modular-Cable8/1/1-downstream23;RFGW10-Channel_8/6.8-GbE_2;37;27.41;0.16;9.27;60.26;0;0;0
Modular-Cable8/1/1-downstream19;RFGW10-Channel_8/6.4-GbE_2;37;27.03;0.16;9.45;60.39;0;0;0
Modular-Cable8/1/1-downstream21;RFGW10-Channel_8/6.6-GbE_2;37;27.45;0.16;9.28;60.84;0;0;0
Modular-Cable8/1/2-downstream4;RFGW10-Channel_8/3.13-GbE8/11;37;36.04;0.01;14.37;91.8;85;5;25
Modular-Cable8/1/2-downstream5;RFGW10-Channel_8/3.14-GbE8/11;37;36.2;0.01;14.34;91.58;84;6;30
Modular-Cable8/1/2-downstream6;RFGW10-Channel_8/3.15-GbE8/11;37;36.28;0.01;14.48;91.57;91;5;25
Modular-Cable8/1/2-downstream7;RFGW10-Channel_8/3.16-GbE8/11;37;35.98;0.01;14.26;91.6;82;4;20
Modular-Cable8/1/1-downstream17;RFGW10-Channel_8/6.2-GbE_2;37;27.37;0.16;9.45;61.3;0;0;0
Modular-Cable8/1/1-downstream16;RFGW10-Channel_8/6.1-GbE_2;37;27.76;0.16;9.43;61.83;0;0;0
Modular-Cable8/1/2-downstream3;RFGW10-Channel_8/3.12-GbE8/11;37;35.39;0.01;13.79;89.01;70;1;5


Node_ROY/ROM-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/0/2-downstream21;RFGW10-Channel_6/3.22;37;23.31;0.13;8.8;56.53;0;0;0
Modular-Cable7/0/2-downstream20;RFGW10-Channel_6/3.21;37;23.28;0.13;8.89;56.98;0;0;0
Modular-Cable7/0/2-downstream23;RFGW10-Channel_6/3.24;37;26.64;0.13;9.13;62.62;0;0;0
Modular-Cable7/0/2-downstream22;RFGW10-Channel_6/3.23;37;23.13;0.13;8.81;56.95;0;0;0
Modular-Cable7/0/2-downstream6;RFGW10-Channel_6/3.7;37;30.44;0.09;11.0;72.85;2;0;0
Modular-Cable7/0/2-downstream7;RFGW10-Channel_6/3.8;37;30.03;0.09;11.0;73.05;2;0;0
Modular-Cable7/0/2-downstream4;RFGW10-Channel_6/3.5;37;30.42;0.09;11.07;73.01;2;0;0
Modular-Cable7/0/2-downstream5;RFGW10-Channel_6/3.6;37;29.98;0.09;11.01;72.99;2;0;0
Modular-Cable7/0/2-downstream2;RFGW10-Channel_6/3.21;37;31.42;0.11;11.75;75.81;5;0;0
Modular-Cable7/0/2-downstream3;RFGW10-Channel_6/3.4;37;30.13;0.09;11.06;72.79;2;0;0
Modular-Cable7/0/2-downstream0;RFGW10-Channel_6/3.1;37;30.08;0.09;11.09;73.2;2;0;0
Modular-Cable7/0/2-downstream1;RFGW10-Channel_6/3.11;37;30.1;0.09;11.07;72.56;2;0;0
Modular-Cable7/0/2-downstream8;RFGW10-Channel_6/3.9;37;32.46;0.59;9.79;72.65;4;0;0
Modular-Cable7/0/2-downstream9;RFGW10-Channel_6/3.10;37;32.62;0.6;9.79;72.44;3;0;0
Modular-Cable7/0/2-downstream14;RFGW10-Channel_6/3.15;37;32.45;0.6;9.8;72.83;4;0;0
Modular-Cable7/0/2-downstream15;RFGW10-Channel_6/3.16;37;32.59;0.59;9.81;73.13;4;0;0
Modular-Cable7/0/2-downstream16;RFGW10-Channel_6/3.17;37;23.29;0.13;8.81;56.59;0;0;0
Modular-Cable7/0/2-downstream17;RFGW10-Channel_6/3.18;37;23.28;0.13;8.8;56.65;0;0;0
Modular-Cable7/0/2-downstream10;RFGW10-Channel_6/3.11;37;32.56;0.59;9.85;72.64;4;0;0
Modular-Cable7/0/2-downstream11;RFGW10-Channel_6/3.12;37;32.62;0.59;9.79;72.64;4;0;0
Modular-Cable7/0/2-downstream12;RFGW10-Channel_6/3.13;37;32.62;0.59;9.79;72.68;4;0;0
Modular-Cable7/0/2-downstream13;RFGW10-Channel_6/3.14;37;32.51;0.6;9.79;72.82;4;0;0
Modular-Cable7/0/2-downstream18;RFGW10-Channel_6/3.19;37;23.29;0.13;8.79;57.23;0;0;0
Modular-Cable7/0/2-downstream19;RFGW10-Channel_6/3.20;37;23.27;0.13;8.79;56.52;0;0;0


Node_SAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable0/0/1-downstream21;;37;34.74;0.93;14.17;84.5;18;0;0
Integrated-Cable0/0/1-downstream20;;37;34.43;1.01;14.47;82.48;19;0;0
Integrated-Cable0/0/1-downstream23;;37;34.71;1.0;14.41;82.4;18;0;0
Integrated-Cable0/0/1-downstream22;;37;34.7;0.95;14.24;84.51;18;0;0
Integrated-Cable0/0/1-downstream14;;37;31.54;0.6;10.15;67.47;2;0;0
Integrated-Cable0/0/1-downstream15;;37;31.37;0.62;10.29;67.71;2;0;0
Integrated-Cable0/0/1-downstream16;;37;34.72;1.0;14.42;83.66;19;0;0
Integrated-Cable0/0/1-downstream17;;37;34.69;0.94;14.22;83.88;17;0;0
Integrated-Cable0/0/1-downstream10;;37;31.59;0.61;10.34;67.59;2;0;0
Integrated-Cable0/0/1-downstream11;;37;31.46;0.62;10.35;67.75;2;0;0
Integrated-Cable0/0/1-downstream12;;37;31.46;0.63;10.34;67.74;2;0;0
Integrated-Cable0/0/1-downstream13;;37;31.18;0.59;10.15;67.41;2;0;0
Integrated-Cable0/0/1-downstream18;;37;34.73;0.94;14.19;83.48;17;0;0
Integrated-Cable0/0/1-downstream19;;37;34.71;1.0;14.42;84.61;18;0;0
Integrated-Cable0/0/1-downstream2;;37;34.06;1.01;13.05;80.52;13;0;0
Integrated-Cable0/0/1-downstream3;;37;34.39;1.02;13.16;81.48;14;0;0
Integrated-Cable0/0/1-downstream0;;37;34.38;1.04;13.27;80.94;13;0;0
Integrated-Cable0/0/1-downstream1;;37;34.3;1.0;13.09;81.57;12;0;0
Integrated-Cable0/0/1-downstream6;;37;34.29;0.98;13.02;81.26;13;0;0
Integrated-Cable0/0/1-downstream7;;37;34.35;1.05;13.14;81.13;13;0;0
Integrated-Cable0/0/1-downstream4;;37;34.32;1.06;13.19;81.52;13;0;0
Integrated-Cable0/0/1-downstream5;;37;34.25;0.98;13.03;80.3;12;0;0
Integrated-Cable0/0/1-downstream8;;37;31.4;0.64;10.57;67.81;2;0;0
Integrated-Cable0/0/1-downstream9;;37;31.37;0.59;10.38;67.87;2;0;0


Node_SAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream14;RFGW10-Channel_5/2.7-Gi5/10;37;32.26;0.87;14.79;78.79;10;0;0
Modular-Cable6/1/0-downstream15;RFGW10-Channel_5/2.8-Gi5/10;37;31.85;0.87;14.85;79.77;10;0;0
Modular-Cable6/1/0-downstream12;RFGW10-Channel_5/2.5-Gi5/10;37;31.95;0.87;14.75;78.62;10;0;0
Modular-Cable6/1/0-downstream13;RFGW10-Channel_5/2.6-Gi5/10;37;32.29;0.87;14.99;79.33;10;0;0
Modular-Cable6/1/0-downstream10;RFGW10-Channel_5/2.3-Gi5/10;37;32.28;0.87;14.75;78.46;10;0;0
Modular-Cable6/1/0-downstream11;RFGW10-Channel_5/2.4-Gi5/10;37;32.24;0.87;14.74;78.53;9;0;0
Modular-Cable6/1/0-downstream8;RFGW10-Channel_5/2.1-Gi5/10;37;32.0;0.87;14.75;78.18;9;0;0
Modular-Cable6/1/0-downstream9;RFGW10-Channel_5/2.2-Gi5/10;37;32.3;0.87;14.75;78.9;9;0;0
Modular-Cable6/1/0-downstream4;RFGW10-Channel_5/2.13-Gi5/10;37;33.02;1.63;15.12;81.34;14;0;0
Modular-Cable6/1/0-downstream5;RFGW10-Channel_5/2.14-Gi5/10;37;33.01;1.63;15.11;80.79;14;0;0
Modular-Cable6/1/0-downstream6;RFGW10-Channel_5/2.15-Gi5/10;37;33.02;1.62;15.11;81.77;15;0;0
Modular-Cable6/1/0-downstream7;RFGW10-Channel_5/2.16-Gi5/10;37;33.19;1.62;15.1;80.73;15;0;0
Modular-Cable6/1/0-downstream0;RFGW10-Channel_5/2.9-Gi5/10;37;33.01;1.66;15.36;81.29;15;0;0
Modular-Cable6/1/0-downstream1;RFGW10-Channel_5/2.3-Gi5/10;37;33.05;1.66;15.21;80.86;14;0;0
Modular-Cable6/1/0-downstream2;RFGW10-Channel_5/3.5-Gi5/10;37;32.99;1.65;15.13;80.8;14;0;0
Modular-Cable6/1/0-downstream3;RFGW10-Channel_5/2.12-Gi5/10;37;32.98;1.64;15.18;80.82;14;0;0
Modular-Cable6/1/1-downstream5;RFGW10-Channel_5/4.6-Gi5/11;37;32.69;1.17;14.71;78.93;10;0;0
Modular-Cable6/1/1-downstream4;RFGW10-Channel_5/4.5-Gi5/11;37;32.36;1.17;14.71;79.46;10;0;0
Modular-Cable6/1/1-downstream7;RFGW10-Channel_5/4.8-Gi5/11;37;32.5;1.16;14.73;79.43;10;0;0
Modular-Cable6/1/1-downstream6;RFGW10-Channel_5/4.7-Gi5/11;37;32.39;1.17;14.72;79.45;10;0;0
Modular-Cable6/1/1-downstream1;RFGW10-Channel_5/5.3-Gi5/11;37;32.49;1.15;14.7;79.53;10;0;0
Modular-Cable6/1/1-downstream0;RFGW10-Channel_5/4.1-Gi5/11;37;32.67;1.16;14.75;79.41;10;0;0
Modular-Cable6/1/1-downstream3;RFGW10-Channel_5/4.4-Gi5/11;37;32.6;1.16;14.69;79.39;10;0;0
Modular-Cable6/1/1-downstream2;RFGW10-Channel_5/6.5-Gi5/11;37;32.45;1.16;14.8;79.49;10;0;0


Node_SAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream16;RFGW10-Channel_5/3.1-Gi5/10;37;30.78;0.86;12.42;69.96;1;0;0
Modular-Cable6/1/0-downstream17;RFGW10-Channel_5/3.2-Gi5/10;37;30.32;0.87;12.39;70.32;1;0;0
Modular-Cable6/1/2-downstream7;RFGW10-Channel_5/3.16-Gi5/12;37;30.4;0.71;12.1;73.86;3;0;0
Modular-Cable6/1/2-downstream6;RFGW10-Channel_5/3.15-Gi5/12;37;30.48;0.71;12.1;73.28;3;0;0
Modular-Cable6/1/2-downstream2;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;30.49;0.71;12.1;73.75;3;0;0
Modular-Cable6/1/2-downstream4;RFGW10-Channel_5/3.13-Gi5/12;37;30.42;0.72;12.08;74.08;3;0;0
Modular-Cable6/1/2-downstream5;RFGW10-Channel_5/3.14-Gi5/12;37;30.57;0.71;12.09;73.81;3;0;0
Modular-Cable6/1/0-downstream23;RFGW10-Channel_5/3.8-Gi5/10;37;30.4;0.83;12.31;69.94;1;0;0
Modular-Cable6/1/0-downstream22;RFGW10-Channel_5/3.7-Gi5/10;37;30.33;0.84;12.3;70.57;1;0;0
Modular-Cable6/1/0-downstream21;RFGW10-Channel_5/3.6-Gi5/10;37;30.27;0.85;12.32;69.99;1;0;0
Modular-Cable6/1/0-downstream20;RFGW10-Channel_5/3.5-Gi5/10;37;30.28;0.84;12.36;70.29;1;0;0
Modular-Cable6/1/0-downstream18;RFGW10-Channel_5/3.3-Gi5/10;37;30.36;0.87;12.36;70.35;1;0;0
Modular-Cable6/1/2-downstream1;RFGW10-Channel_5/4.11-Gi5/12;37;30.47;0.71;12.08;73.84;3;0;0
Modular-Cable6/1/2-downstream0;RFGW10-Channel_5/3.9-Gi5/12;37;30.33;0.72;12.09;73.23;3;0;0
Modular-Cable6/1/0-downstream19;RFGW10-Channel_5/3.4-Gi5/10;37;30.43;0.86;12.35;70.41;1;0;0
Modular-Cable6/1/2-downstream3;RFGW10-Channel_5/3.12-Gi5/12;37;30.43;0.71;12.08;74.07;2;0;0


Node_SAR-04

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/4-downstream10;;37;26.75;0.52;10.83;62.73;0;0;0
Integrated-Cable1/0/4-downstream11;;37;26.35;0.55;11.05;63.88;0;0;0
Integrated-Cable1/0/4-downstream12;;37;26.83;0.54;10.97;63.62;0;0;0
Integrated-Cable1/0/4-downstream13;;37;28.78;0.53;11.0;65.19;0;0;0
Integrated-Cable1/0/4-downstream14;;37;26.35;0.52;10.75;64.02;0;0;0
Integrated-Cable1/0/4-downstream15;;37;27.0;0.54;10.98;63.78;0;0;0
Integrated-Cable1/0/4-downstream16;;37;27.14;1.12;11.63;66.67;0;0;0
Integrated-Cable1/0/4-downstream17;;37;27.33;1.08;11.53;66.14;0;0;0
Integrated-Cable1/0/4-downstream18;;37;27.17;1.07;11.43;65.98;0;0;0
Integrated-Cable1/0/4-downstream19;;37;27.26;1.12;11.57;65.73;0;0;0
Integrated-Cable1/0/4-downstream6;;37;31.53;0.95;12.58;78.14;6;0;0
Integrated-Cable1/0/4-downstream7;;37;31.17;0.98;12.72;78.43;7;0;0
Integrated-Cable1/0/4-downstream4;;37;31.55;0.98;12.69;77.62;5;0;0
Integrated-Cable1/0/4-downstream5;;37;31.52;0.95;12.6;78.04;6;0;0
Integrated-Cable1/0/4-downstream2;;37;32.09;0.96;12.63;78.37;4;0;0
Integrated-Cable1/0/4-downstream3;;37;31.59;0.99;12.75;78.28;6;0;0
Integrated-Cable1/0/4-downstream0;;37;31.17;0.99;12.74;77.92;5;0;0
Integrated-Cable1/0/4-downstream1;;37;31.53;0.96;12.69;78.04;6;0;0
Integrated-Cable1/0/4-downstream8;;37;26.54;0.55;11.1;63.49;0;0;0
Integrated-Cable1/0/4-downstream9;;37;26.11;0.52;11.0;64.37;0;0;0
Integrated-Cable1/0/4-downstream21;;37;27.56;1.08;11.4;65.99;0;0;0
Integrated-Cable1/0/4-downstream20;;37;27.34;1.11;11.51;66.31;0;0;0
Integrated-Cable1/0/4-downstream23;;37;26.98;1.11;11.53;65.92;0;0;0
Integrated-Cable1/0/4-downstream22;;37;27.14;1.07;11.4;65.9;0;0;0


Node_STM-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable5/1/2-downstream20;RFGW10-Channel_4/5.13-Gi4/12-QAM_REPLICATION;37;30.87;0.38;12.25;76.25;3;0;0
Modular-Cable5/1/2-downstream21;RFGW10-Channel_4/5.14-Gi4/12-QAM_REPLICATION;37;30.83;0.39;12.2;75.72;3;0;0
Modular-Cable5/1/2-downstream22;RFGW10-Channel_4/5.15-Gi4/12-QAM_REPLICATION;37;30.98;0.38;12.21;76.0;2;0;0
Modular-Cable5/1/2-downstream23;RFGW10-Channel_4/5.16-Gi4/12-QAM_REPLICATION;37;31.39;0.39;12.4;76.17;3;0;0
Modular-Cable5/1/2-downstream9;RFGW10-Channel_4/3.10-Gi4/12;37;29.34;0.52;12.23;70.47;0;0;0
Modular-Cable5/1/2-downstream8;RFGW10-Channel_4/3.9-Gi4/12;37;29.15;0.52;12.24;70.6;0;0;0
Modular-Cable5/1/2-downstream5;RFGW10-Channel_4/1.14-Gi4/12;37;33.02;0.59;12.5;70.55;2;0;0
Modular-Cable5/1/2-downstream4;RFGW10-Channel_4/1.13-Gi4/12;37;33.14;0.81;12.62;70.98;2;0;0
Modular-Cable5/1/2-downstream7;RFGW10-Channel_4/1.16-Gi4/12;37;33.03;0.58;12.47;70.75;2;0;0
Modular-Cable5/1/2-downstream6;RFGW10-Channel_4/1.15-Gi4/12;37;33.28;0.59;12.48;70.99;2;0;0
Modular-Cable5/1/2-downstream1;RFGW10-Channel_4/3.11-Gi4/12;37;32.83;0.6;12.58;71.13;2;0;0
Modular-Cable5/1/2-downstream0;RFGW10-Channel_4/1.9-Gi4/12;37;32.86;0.59;12.63;71.3;2;0;0
Modular-Cable5/1/2-downstream3;RFGW10-Channel_4/1.12-Gi4/12;37;33.06;0.59;12.52;70.45;2;0;0
Modular-Cable5/1/2-downstream2;RFGW10-Channel_4/5.13-Gi4/12-QAM_REPLICATION;37;33.1;0.6;12.54;71.05;2;0;0
Modular-Cable5/1/2-downstream19;RFGW10-Channel_4/5.12-Gi4/12-QAM_REPLICATION;37;30.87;0.38;12.2;75.74;3;0;0
Modular-Cable5/1/2-downstream18;RFGW10-Channel_4/5.11-Gi4/12-QAM_REPLICATION;37;30.99;0.38;12.21;76.1;3;0;0
Modular-Cable5/1/2-downstream11;RFGW10-Channel_4/3.12-Gi4/12;37;29.5;0.52;12.24;70.62;0;0;0
Modular-Cable5/1/2-downstream10;RFGW10-Channel_4/3.11-Gi4/12;37;29.21;0.52;12.26;70.63;0;0;0
Modular-Cable5/1/2-downstream13;RFGW10-Channel_4/3.14-Gi4/12;37;29.06;0.52;12.23;70.43;0;0;0
Modular-Cable5/1/2-downstream12;RFGW10-Channel_4/3.13-Gi4/12;37;29.49;0.52;12.25;70.5;0;0;0
Modular-Cable5/1/2-downstream15;RFGW10-Channel_4/5.16-Gi4/12;37;29.54;0.52;12.25;70.46;0;0;0
Modular-Cable5/1/2-downstream14;RFGW10-Channel_4/3.15-Gi4/12;37;29.44;0.52;12.24;70.34;0;0;0
Modular-Cable5/1/2-downstream17;RFGW10-Channel_4/5.10-Gi4/12-QAM_REPLICATION;37;30.98;0.38;12.21;75.74;2;0;0
Modular-Cable5/1/2-downstream16;RFGW10-Channel_4/5.9-Gi4/12-QAM_REPLICATION;37;31.08;0.39;12.19;76.13;3;0;0


Node_STM-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable0/0/2-downstream20;;37;35.37;0.56;14.87;89.64;41;3;15
Integrated-Cable0/0/2-downstream21;;37;35.71;0.51;14.47;87.67;37;3;15
Integrated-Cable0/0/2-downstream22;;37;35.49;0.53;14.49;87.22;38;2;10
Integrated-Cable0/0/2-downstream23;;37;35.35;0.55;14.59;87.87;38;3;15
Integrated-Cable0/0/2-downstream1;;37;34.3;0.69;13.35;84.54;30;0;0
Integrated-Cable0/0/2-downstream0;;37;34.02;0.76;13.58;84.95;32;0;0
Integrated-Cable0/0/2-downstream3;;37;33.84;0.76;13.56;84.88;31;0;0
Integrated-Cable0/0/2-downstream2;;37;34.25;0.69;13.3;85.38;31;0;0
Integrated-Cable0/0/2-downstream5;;37;33.84;0.7;13.32;84.77;31;0;0
Integrated-Cable0/0/2-downstream4;;37;33.65;0.77;13.62;84.74;32;0;0
Integrated-Cable0/0/2-downstream7;;37;33.83;0.76;13.55;84.64;30;0;0
Integrated-Cable0/0/2-downstream6;;37;34.06;0.7;13.36;84.67;32;0;0
Integrated-Cable0/0/2-downstream9;;37;33.82;1.14;14.16;82.64;16;0;0
Integrated-Cable0/0/2-downstream8;;37;33.79;1.18;14.28;82.78;16;0;0
Integrated-Cable0/0/2-downstream11;;37;33.9;1.13;14.29;82.78;17;0;0
Integrated-Cable0/0/2-downstream10;;37;33.83;1.12;14.14;82.61;16;0;0
Integrated-Cable0/0/2-downstream13;;37;33.93;1.11;14.13;82.12;17;0;0
Integrated-Cable0/0/2-downstream12;;37;33.84;1.17;14.29;82.51;16;0;0
Integrated-Cable0/0/2-downstream15;;37;33.99;1.16;14.26;82.83;16;0;0
Integrated-Cable0/0/2-downstream14;;37;34.12;1.12;14.16;82.76;15;0;0
Integrated-Cable0/0/2-downstream17;;37;35.51;0.53;14.49;87.56;37;3;15
Integrated-Cable0/0/2-downstream16;;37;35.39;0.54;14.61;87.77;38;3;15
Integrated-Cable0/0/2-downstream19;;37;35.5;0.54;14.6;87.22;38;3;15
Integrated-Cable0/0/2-downstream18;;37;35.57;0.52;14.46;87.64;38;2;10


Node_STM-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable5/1/0-downstream22;RFGW10-Channel_4/3.7-Gi4/10;37;34.9;1.45;14.87;84.92;31;0;0
Modular-Cable5/1/0-downstream23;RFGW10-Channel_4/3.8-Gi4/10;37;34.89;1.47;14.88;84.74;30;0;0
Modular-Cable5/1/0-downstream20;RFGW10-Channel_4/3.5-Gi4/10;37;34.68;1.45;14.85;85.01;29;0;0
Modular-Cable5/1/0-downstream21;RFGW10-Channel_4/3.6-Gi4/10;37;34.65;1.45;14.86;84.88;32;0;0
Modular-Cable5/1/0-downstream9;RFGW10-Channel_4/2.2-Gi4/10;37;33.92;1.27;14.56;83.86;25;0;0
Modular-Cable5/1/0-downstream8;RFGW10-Channel_4/2.1-Gi4/10;37;33.52;1.27;14.56;84.3;23;0;0
Modular-Cable5/1/0-downstream7;RFGW10-Channel_4/1.8-Gi4/10;37;34.53;0.78;14.7;82.87;19;0;0
Modular-Cable5/1/0-downstream6;RFGW10-Channel_4/1.7-Gi4/10;37;34.59;0.78;14.72;83.33;20;0;0
Modular-Cable5/1/0-downstream5;RFGW10-Channel_4/1.6-Gi4/10;37;34.73;0.78;14.73;83.33;19;0;0
Modular-Cable5/1/0-downstream4;RFGW10-Channel_4/1.5-Gi4/10;37;34.54;0.79;14.78;83.26;19;0;0
Modular-Cable5/1/0-downstream3;RFGW10-Channel_4/1.4-Gi4/10;37;34.34;0.8;14.76;83.57;19;0;0
Modular-Cable5/1/0-downstream2;RFGW10-Channel_4/3.5-Gi4/10;37;34.54;0.8;14.78;83.6;19;0;0
Modular-Cable5/1/0-downstream1;RFGW10-Channel_4/2.3-Gi4/10;37;34.59;0.8;15.33;83.85;21;0;0
Modular-Cable5/1/0-downstream0;RFGW10-Channel_4/1.1-Gi4/10;37;34.73;0.8;14.84;83.73;19;0;0
Modular-Cable5/1/0-downstream19;RFGW10-Channel_4/3.4-Gi4/10;37;34.92;1.45;14.91;84.92;31;0;0
Modular-Cable5/1/0-downstream18;RFGW10-Channel_4/3.3-Gi4/10;37;34.37;1.46;14.85;84.93;29;0;0
